target,client_id,age,gender,education,marital_status,child_total,dependants,socstatus_work_fl,socstatus_pens_fl,fl_presence_fl,own_auto,family_income,personal_income,gen_industry,gen_title,work_time,credit,term,loan_num_total,loan_num_closed
0,106805272,30,1,Среднее специальное,Состою в браке,1,1,2,1,0,0,от 10000 до 20000 руб.,10000,Металлургия/Промышленность/Машиностроение,Руководитель низшего звена,30,12059.1,10,1,0
0,106805273,42,0,Среднее специальное,Разведен(а),1,0,2,1,0,0,от 10000 до 20000 руб.,12000,Сельское хозяйство,Рабочий,108,12575,12,1,0
0,106805274,35,1,Среднее специальное,Не состоял в браке,3,3,2,1,1,0,от 10000 до 20000 руб.,10300,Торговля,Рабочий,3,33320,12,1,0
0,106805275,61,1,Среднее специальное,Вдовец/Вдова,0,0,1,2,0,0,от 5000 до 10000 руб.,5500,,,,10340,12,1,0
0,106805276,52,1,Среднее специальное,Не состоял в браке,1,0,2,2,1,0,от 10000 до 20000 руб.,15000,Металлургия/Промышленность/Машиностроение,Рабочий,324,4990,6,1,0
0,106805277,46,1,Среднее специальное,Состою в браке,1,0,2,1,0,0,от 10000 до 20000 руб.,6500,Образование,Специалист,84,10800,6,1,1
0,106805278,34,0,Среднее специальное,Состою в браке,2,3,2,1,1,0,от 5000 до 10000 руб.,7000,Торговля,Другое,12,3030,6,1,0
0,106805279,46,1,Среднее специальное,Разведен(а),2,0,2,1,0,0,от 10000 до 20000 руб.,15000,Строительство,Работник сферы услуг,312,15639,12,1,0
0,106805280,33,0,Среднее специальное,Состою в браке,1,2,2,1,0,0,от 20000 до 50000 руб.,13000,Государственная служба,Служащий,144,26547.3,10,1,0
0,106805282,28,0,Среднее,Состою в браке,1,1,2,1,0,0,от 20000 до 50000 руб.,18000,Транспорт,Специалист,72,15680,6,1,0
0,106805283,53,1,Среднее,Вдовец/Вдова,3,0,2,1,1,0,от 10000 до 20000 руб.,13000,Другие сферы,Рабочий,36,27925,12,1,0
0,106805284,44,1,Среднее специальное,Разведен(а),2,0,2,1,1,0,от 20000 до 50000 руб.,27000,Металлургия/Промышленность/Машиностроение,Специалист,9,25492,6,1,0
0,106805285,37,1,Среднее специальное,Не состоял в браке,1,1,2,1,0,0,от 10000 до 20000 руб.,6000,Здравоохранение,Рабочий,216,22230,8,1,0
0,106805286,27,0,Высшее,Состою в браке,1,2,2,1,0,0,свыше 50000 руб.,54000,Государственная служба,Служащий,50,11330,10,1,0
0,106805287,27,0,Среднее специальное,Состою в браке,0,0,2,1,0,0,от 20000 до 50000 руб.,16000,Государственная служба,Служащий,60,13993,8,1,0
0,106805288,45,0,Среднее,Состою в браке,2,1,2,1,1,0,от 20000 до 50000 руб.,15000,Другие сферы,Работник сферы услуг,300,12580,12,1,0
0,106805289,49,1,Среднее специальное,Состою в браке,0,0,1,2,0,0,от 10000 до 20000 руб.,6000,,,,7730,10,1,0
0,106805291,23,0,Среднее специальное,Состою в браке,0,1,2,1,0,0,от 10000 до 20000 руб.,15000,Торговля,Индивидуальный предприниматель,48,5525,10,1,0
0,106805292,29,1,Высшее,Не состоял в браке,0,0,2,1,0,0,от 20000 до 50000 руб.,25000,Транспорт,Специалист,36,21895,6,1,0
0,106805293,51,1,Среднее специальное,Разведен(а),2,0,2,1,0,0,от 20000 до 50000 руб.,25000,Транспорт,Рабочий,84,31990,6,1,0
0,106805294,53,1,Высшее,Разведен(а),0,0,2,1,1,0,от 20000 до 50000 руб.,16000,Торговля,Специалист,120,19990,6,1,0
0,106805295,30,0,Высшее,Не состоял в браке,0,0,2,1,0,1,от 20000 до 50000 руб.,25000,Государственная служба,Руководитель среднего звена,96,67795,36,1,0
0,106805296,58,1,Высшее,Состою в браке,0,0,2,1,1,0,от 10000 до 20000 руб.,10000,Образование,Специалист,240,27877,12,1,0
0,106805298,61,1,Высшее,Состою в браке,0,0,1,2,0,0,от 10000 до 20000 руб.,10000,,,,13679,6,1,0
0,106805299,27,1,Среднее специальное,Не состоял в браке,2,2,2,1,0,0,от 10000 до 20000 руб.,10000,Другие сферы,Рабочий,60,12580,10,1,0
0,106805300,28,0,Среднее специальное,Состою в браке,1,1,2,1,1,0,от 10000 до 20000 руб.,10000,Коммунальное хоз-во/Дорожные службы,Служащий,48,10000,6,1,0
0,106805301,56,0,Среднее специальное,Состою в браке,0,0,2,1,0,0,от 10000 до 20000 руб.,10500,Информационные услуги,Служащий,108,32700,12,1,0
0,106805302,30,0,Среднее,Состою в браке,0,0,2,1,0,0,от 10000 до 20000 руб.,20000,Государственная служба,Специалист,23,13650,12,1,0
0,106805305,42,0,Среднее специальное,Состою в браке,2,2,2,1,0,1,от 5000 до 10000 руб.,4500,Сельское хозяйство,Рабочий,228,13200,6,1,0
0,106805307,47,1,Среднее специальное,Состою в браке,2,0,2,1,1,0,от 5000 до 10000 руб.,6500,Банк/Финансы,Работник сферы услуг,24,11130,6,1,0
0,106805308,58,1,Среднее,Гражданский брак,2,0,2,2,1,0,от 20000 до 50000 руб.,15000,Торговля,Рабочий,60,18100,6,1,0
0,106805309,26,0,Высшее,Не состоял в браке,0,0,2,1,0,0,от 10000 до 20000 руб.,6000,Государственная служба,Специалист,5,9580,10,1,0
0,106805310,34,0,Среднее специальное,Состою в браке,1,1,2,1,0,0,от 20000 до 50000 руб.,14000,Другие сферы,Работник сферы услуг,120,3167,6,1,0
0,106805311,33,0,Высшее,Состою в браке,1,1,2,1,0,1,от 20000 до 50000 руб.,17000,Металлургия/Промышленность/Машиностроение,Руководитель среднего звена,24,15650,10,1,0
0,106805312,61,0,Среднее специальное,Вдовец/Вдова,0,0,1,2,0,0,от 5000 до 10000 руб.,7000,,,,9397,10,1,0
0,106805313,44,1,Среднее специальное,Состою в браке,0,0,2,1,0,0,от 20000 до 50000 руб.,10000,Здравоохранение,Специалист,24,11999,12,1,0
0,106805314,34,1,Высшее,Состою в браке,1,1,2,1,1,0,от 5000 до 10000 руб.,7000,Образование,Высококвалифиц. специалист,42,3350,6,1,0
0,106805315,27,1,Среднее,Состою в браке,1,1,2,1,0,0,от 10000 до 20000 руб.,8000,Металлургия/Промышленность/Машиностроение,Рабочий,12,3392,6,1,0
0,106805316,56,0,Высшее,Состою в браке,0,0,2,1,0,0,от 20000 до 50000 руб.,19000,Металлургия/Промышленность/Машиностроение,Рабочий,108,27012,10,1,0
0,106805317,37,0,Среднее специальное,Состою в браке,2,2,2,1,0,1,от 10000 до 20000 руб.,6000,Торговля,Работник сферы услуг,36,3668,5,1,1
0,106805318,57,1,Среднее,Состою в браке,0,0,2,2,0,0,от 20000 до 50000 руб.,15000,Торговля,Рабочий,36,43573,12,1,0
0,106805319,61,1,Высшее,Не состоял в браке,0,0,1,2,0,0,от 10000 до 20000 руб.,9000,,,,18358,12,1,0
0,106805320,50,0,Среднее,Состою в браке,0,0,2,1,0,0,от 20000 до 50000 руб.,15000,Транспорт,Рабочий,336,18603,9,1,0
0,106805322,32,0,Среднее,Не состоял в браке,0,0,2,1,0,0,от 5000 до 10000 руб.,9500,Металлургия/Промышленность/Машиностроение,Рабочий,127,15980,8,1,0
0,106805323,56,1,Среднее специальное,Состою в браке,3,1,1,2,1,1,от 20000 до 50000 руб.,7000,,,,19670,12,1,0
0,106805324,50,0,Среднее,Состою в браке,2,0,2,1,0,0,от 10000 до 20000 руб.,12000,Сельское хозяйство,Рабочий,396,11943,10,1,0
0,106805326,48,1,Высшее,Состою в браке,0,0,2,1,0,0,от 20000 до 50000 руб.,40000,Торговля,Руководитель высшего звена,144,12651,10,1,0
0,106805327,57,1,Среднее специальное,Состою в браке,0,0,1,2,0,0,от 20000 до 50000 руб.,18000,,,,21980,10,1,0
0,106805328,30,1,Среднее специальное,Разведен(а),2,2,2,1,0,0,от 10000 до 20000 руб.,6670,Здравоохранение,Рабочий,108,14380,12,1,0
0,106805329,36,1,Среднее специальное,Состою в браке,2,2,2,1,0,0,от 10000 до 20000 руб.,5000,Образование,Специалист,204,14000,12,1,0
0,106805330,32,0,Среднее специальное,Состою в браке,2,2,2,1,0,1,от 10000 до 20000 руб.,15000,Транспорт,Специалист,42,6938,9,1,0
0,106805332,27,1,Среднее специальное,Не состоял в браке,0,0,2,1,0,0,от 10000 до 20000 руб.,13000,Торговля,Специалист,10,18700,10,1,0
0,106805333,58,1,Среднее специальное,Состою в браке,0,0,2,1,1,0,от 20000 до 50000 руб.,12000,Торговля,Рабочий,84,4999,6,1,0
0,106805334,60,1,Среднее специальное,Вдовец/Вдова,0,0,1,2,1,0,от 10000 до 20000 руб.,11500,,,,17880,10,1,0
0,106805335,56,1,Среднее специальное,Разведен(а),5,0,2,1,0,0,от 10000 до 20000 руб.,12000,Другие сферы,Рабочий,120,11817,10,1,0
0,106805336,54,1,Среднее,Разведен(а),0,0,2,1,1,0,от 10000 до 20000 руб.,12000,Информационные услуги,Руководитель среднего звена,360,29661,24,1,0
0,106805337,24,0,Среднее специальное,Состою в браке,0,0,2,1,0,0,от 10000 до 20000 руб.,15000,Строительство,Рабочий,36,16350,6,1,0
0,106805338,53,1,Среднее специальное,Состою в браке,1,0,2,1,1,0,от 5000 до 10000 руб.,5000,Образование,Специалист,12,4675,12,1,0
0,106805339,31,1,Среднее специальное,Состою в браке,2,2,2,1,0,0,от 20000 до 50000 руб.,11000,Торговля,Другое,28,5270,6,1,0
0,106805340,61,1,Среднее специальное,Состою в браке,2,0,1,2,0,0,от 10000 до 20000 руб.,14000,,,,17279.2,9,1,0
0,106805341,53,1,Высшее,Состою в браке,1,0,2,1,1,1,от 20000 до 50000 руб.,11500,Торговля,Высококвалифиц. специалист,339,21494,10,1,0
0,106805343,27,1,Неоконченное высшее,Состою в браке,0,0,2,1,0,1,свыше 50000 руб.,25000,Торговля,Специалист,38,19889.92,10,1,0
0,106805344,55,0,Среднее,Состою в браке,1,0,2,1,0,0,от 10000 до 20000 руб.,6000,Коммунальное хоз-во/Дорожные службы,Работник сферы услуг,12,18900,12,1,0
0,106805345,61,1,Высшее,Не состоял в браке,0,0,1,2,0,0,до 5000 руб.,5000,,,,10500,12,1,0
0,106805346,49,0,Среднее специальное,Состою в браке,3,0,2,1,0,0,от 20000 до 50000 руб.,16000,Коммунальное хоз-во/Дорожные службы,Работник сферы услуг,30,7493,8,1,0
0,106805347,46,1,Среднее,Состою в браке,2,0,2,1,0,0,от 10000 до 20000 руб.,7500,Образование,Специалист,132,6266,6,1,0
0,106805348,50,0,Высшее,Состою в браке,2,0,2,1,0,0,от 20000 до 50000 руб.,20000,Металлургия/Промышленность/Машиностроение,Рабочий,72,16551,12,1,0
0,106805349,45,1,Среднее специальное,Состою в браке,3,1,2,1,0,0,от 20000 до 50000 руб.,18000,Металлургия/Промышленность/Машиностроение,Рабочий,60,23600,6,1,0
0,106805350,35,1,Среднее специальное,Состою в браке,1,1,2,1,0,0,от 10000 до 20000 руб.,9000,Другие сферы,Специалист,96,19720,12,1,0
0,106805351,26,0,Среднее,Состою в браке,0,0,2,1,0,0,от 10000 до 20000 руб.,7000,Здравоохранение,Рабочий,60,11150,10,1,0
0,106805352,45,1,Среднее специальное,Не состоял в браке,1,0,2,1,0,0,от 10000 до 20000 руб.,20000,Строительство,Рабочий,12,16290,6,1,0
0,106805353,47,1,Среднее специальное,Состою в браке,3,1,2,1,0,0,от 5000 до 10000 руб.,6000,Нефтегазовая промышленность,Рабочий,24,7000,6,1,0
0,106805354,54,1,Среднее специальное,Вдовец/Вдова,0,0,2,1,1,0,от 10000 до 20000 руб.,12000,Здравоохранение,Руководитель среднего звена,243,18216,10,1,0
0,106805355,33,1,Среднее специальное,Состою в браке,1,1,2,1,0,0,от 10000 до 20000 руб.,7500,Торговля,Работник сферы услуг,8,25150,12,1,0
0,106805356,37,0,Среднее специальное,Состою в браке,2,2,2,1,0,0,от 20000 до 50000 руб.,11000,Коммунальное хоз-во/Дорожные службы,Рабочий,156,10680,12,2,0
0,106805357,26,1,Среднее,Состою в браке,0,0,2,1,0,0,от 20000 до 50000 руб.,10000,Информационные технологии,Специалист,36,24000,12,1,0
0,106805358,51,0,Среднее специальное,Состою в браке,0,0,2,1,0,0,от 20000 до 50000 руб.,20000,Металлургия/Промышленность/Машиностроение,Руководитель среднего звена,72,24580,10,1,0
0,106805359,26,0,Среднее,Разведен(а),2,2,2,1,0,0,от 20000 до 50000 руб.,12000,Сельское хозяйство,Рабочий,18,16990,6,1,0
0,106805360,38,1,Высшее,Состою в браке,2,2,2,1,0,1,от 10000 до 20000 руб.,9000,Информационные услуги,Специалист,96,22000,12,1,0
0,106805361,58,1,Среднее специальное,Состою в браке,1,0,1,2,1,0,от 5000 до 10000 руб.,5600,,,,3897,6,1,0
0,106805362,38,0,Среднее,Состою в браке,2,2,2,1,0,0,от 20000 до 50000 руб.,20000,Торговля,Руководитель среднего звена,6,25898,8,1,0
0,106805363,39,1,Среднее,Состою в браке,2,2,2,1,0,0,от 20000 до 50000 руб.,5000,Образование,Служащий,60,5055,10,1,0
0,106805364,63,0,Среднее специальное,Состою в браке,2,2,2,2,0,1,от 20000 до 50000 руб.,20000,Коммунальное хоз-во/Дорожные службы,Руководитель среднего звена,3,10100,6,1,0
0,106805365,29,1,Среднее,Состою в браке,2,2,2,1,0,0,от 10000 до 20000 руб.,4000,Образование,Рабочий,13,11655,12,1,0
0,106805366,42,1,Среднее специальное,Состою в браке,1,1,2,1,0,0,от 20000 до 50000 руб.,8000,Наука,Рабочий,190,14470,12,1,0
0,106805367,31,1,Среднее специальное,Состою в браке,1,1,2,1,0,0,от 20000 до 50000 руб.,10400,Торговля,Рабочий,3,4775,6,1,0
0,106805368,37,1,Высшее,Состою в браке,2,2,2,1,0,0,от 20000 до 50000 руб.,20000,Государственная служба,Специалист,36,3789,12,1,0
0,106805370,30,1,Среднее специальное,Не состоял в браке,1,1,2,1,0,0,от 10000 до 20000 руб.,11000,Энергетика,Рабочий,6,5300.9,10,1,0
0,106805371,42,1,Высшее,Состою в браке,2,0,2,1,0,0,свыше 50000 руб.,20000,Здравоохранение,Высококвалифиц. специалист,156,12950,6,1,0
0,106805372,35,1,Среднее специальное,Разведен(а),1,1,2,1,0,0,от 5000 до 10000 руб.,6200,Образование,Специалист,12,6600,8,1,0
0,106805373,41,1,Высшее,Состою в браке,2,1,2,1,0,0,от 10000 до 20000 руб.,10000,Металлургия/Промышленность/Машиностроение,Руководитель среднего звена,276,16278,10,1,0
0,106805374,27,0,Среднее,Состою в браке,1,1,2,1,0,0,от 20000 до 50000 руб.,15000,Государственная служба,Рабочий,30,23900,12,1,0
0,106805375,58,1,Среднее специальное,Разведен(а),0,0,2,2,1,0,от 5000 до 10000 руб.,9000,Образование,Рабочий,6,26871,12,1,0
0,106805376,46,1,Высшее,Вдовец/Вдова,2,0,2,1,0,1,от 10000 до 20000 руб.,16000,Торговля,Специалист,108,21802,10,1,0
0,106805377,52,1,Высшее,Состою в браке,0,0,2,1,1,0,от 20000 до 50000 руб.,11000,Образование,Руководитель низшего звена,180,6240,6,1,0
0,106805378,34,1,Среднее,Состою в браке,1,1,2,1,0,0,свыше 50000 руб.,30000,Металлургия/Промышленность/Машиностроение,Рабочий,168,14648,6,1,0
0,106805379,59,1,Среднее специальное,Состою в браке,0,0,1,2,1,0,от 10000 до 20000 руб.,5000,,,,8235,12,1,0
0,106805380,37,0,Среднее,Не состоял в браке,0,0,2,1,0,0,от 10000 до 20000 руб.,15000,Сельское хозяйство,Специалист,36,18650,6,1,0
0,106805381,31,1,Среднее,Состою в браке,1,1,2,1,0,0,от 20000 до 50000 руб.,4000,Торговля,Специалист,2,4962,6,1,0
0,106805382,23,0,Среднее,Состою в браке,1,1,2,1,0,0,от 20000 до 50000 руб.,20000,Государственная служба,Руководитель среднего звена,14,25000,10,1,0
0,106805383,59,1,Среднее,Состою в браке,1,1,1,2,0,0,от 20000 до 50000 руб.,17000,,,,13600,12,1,0
0,106805384,28,0,Высшее,Не состоял в браке,0,0,2,1,0,0,от 10000 до 20000 руб.,12000,Государственная служба,Специалист,84,9826,10,1,0
0,106805385,39,1,Среднее специальное,Вдовец/Вдова,0,0,2,1,1,0,от 10000 до 20000 руб.,9500,Торговля,Рабочий,48,4000,6,1,0
0,106805386,38,1,Среднее специальное,Состою в браке,2,2,2,1,0,0,от 10000 до 20000 руб.,14500,Другие сферы,Рабочий,38,3060,6,1,0
0,106805388,49,1,Среднее специальное,Не состоял в браке,0,0,2,1,1,0,от 10000 до 20000 руб.,14000,Здравоохранение,Рабочий,133,29000,12,1,0
0,106805389,45,1,Среднее специальное,Разведен(а),0,0,2,1,1,0,от 10000 до 20000 руб.,8500,Другие сферы,Специалист,24,18900,7,1,0
0,106805390,50,0,Высшее,Состою в браке,2,1,2,1,0,0,от 10000 до 20000 руб.,12000,Другие сферы,Высококвалифиц. специалист,60,8389,6,1,0
0,106805391,45,1,Высшее,Состою в браке,1,0,2,1,1,0,от 10000 до 20000 руб.,10000,Образование,Специалист,276,11048,6,1,0
0,106805392,58,1,Среднее,Вдовец/Вдова,3,0,2,2,1,0,от 20000 до 50000 руб.,13800,Информационные услуги,Специалист,228,18890,10,1,0
0,106805393,24,1,Неоконченное высшее,Состою в браке,1,1,2,1,0,0,от 10000 до 20000 руб.,9000,Другие сферы,Специалист,18,13530,8,1,0
0,106805395,42,1,Среднее специальное,Разведен(а),1,0,2,1,0,0,от 20000 до 50000 руб.,15000,Торговля,Работник сферы услуг,48,21690,6,1,0
0,106805396,28,1,Среднее,Не состоял в браке,1,1,2,1,0,0,от 10000 до 20000 руб.,8500,Наука,Специалист,60,9341.5,6,1,0
0,106805397,54,0,Высшее,Не состоял в браке,2,0,2,1,0,0,от 10000 до 20000 руб.,8000,Коммунальное хоз-во/Дорожные службы,Специалист,36,10760,12,1,0
0,106805398,25,1,Среднее специальное,Не состоял в браке,1,1,2,1,0,0,от 10000 до 20000 руб.,11000,Торговля,Работник сферы услуг,13,5820,6,1,0
0,106805399,56,1,Среднее,Состою в браке,0,0,2,1,1,0,от 10000 до 20000 руб.,12000,Сельское хозяйство,Специалист,240,14348,6,1,0
0,106805400,33,0,Высшее,Состою в браке,0,1,2,1,1,1,от 20000 до 50000 руб.,45000,Банк/Финансы,Специалист,45,19000,12,1,0
0,106805401,29,1,Высшее,Состою в браке,1,1,2,1,0,0,от 5000 до 10000 руб.,7000,Страхование,Специалист,7,2691,6,1,0
0,106805402,27,1,Среднее,Состою в браке,1,1,2,1,0,0,от 10000 до 20000 руб.,4500,Другие сферы,Служащий,12,25936,9,1,0
0,106805403,52,1,Среднее специальное,Вдовец/Вдова,0,0,2,2,1,0,от 10000 до 20000 руб.,10000,Наука,Рабочий,12,11720,10,1,0
0,106805405,43,1,Среднее специальное,Состою в браке,2,1,2,1,0,0,от 10000 до 20000 руб.,15000,Строительство,Рабочий,108,9850,6,1,0
0,106805407,47,1,Среднее специальное,Состою в браке,0,0,2,1,0,0,от 10000 до 20000 руб.,12000,Сельское хозяйство,Руководитель среднего звена,25,9500,12,1,0
0,106805408,47,1,Неполное среднее,Не состоял в браке,1,1,2,1,1,0,от 5000 до 10000 руб.,5000,Торговля,Служащий,18,6035,8,1,0
0,106805410,51,1,Среднее специальное,Состою в браке,2,0,2,1,1,0,от 20000 до 50000 руб.,15000,Другие сферы,Специалист,30,35596,12,1,0
0,106805412,46,1,Высшее,Состою в браке,0,0,2,1,1,0,от 20000 до 50000 руб.,20000,Торговля,Специалист,84,12833,12,1,0
0,106805413,50,0,Среднее специальное,Состою в браке,1,1,2,1,0,0,от 10000 до 20000 руб.,9600,Сельское хозяйство,Специалист,300,7980,10,1,0
0,106805414,33,0,Среднее специальное,Состою в браке,0,0,2,1,0,0,от 10000 до 20000 руб.,8000,Сборочные производства,Служащий,36,7183,6,1,0
0,106805415,52,1,Среднее специальное,Состою в браке,0,0,2,1,0,0,свыше 50000 руб.,24000,Транспорт,Рабочий,132,9530,10,1,0
0,106805416,44,1,Среднее специальное,Состою в браке,0,0,2,1,0,1,от 20000 до 50000 руб.,14000,Транспорт,Специалист,30,32490,12,1,0
0,106805417,27,0,Среднее специальное,Состою в браке,1,2,2,1,0,1,от 10000 до 20000 руб.,18500,Коммунальное хоз-во/Дорожные службы,Рабочий,48,28186,12,1,0
0,106805418,40,1,Высшее,Состою в браке,1,0,2,1,1,0,от 20000 до 50000 руб.,13000,Коммунальное хоз-во/Дорожные службы,Специалист,96,16438,10,1,0
0,106805419,30,0,Среднее специальное,Не состоял в браке,0,0,2,1,0,1,от 20000 до 50000 руб.,20000,Другие сферы,Специалист,60,35000,12,1,0
0,106805420,33,0,Среднее,Не состоял в браке,0,0,2,1,0,0,от 20000 до 50000 руб.,25000,Торговля,Специалист,84,12500,12,1,0
0,106805421,49,1,Среднее специальное,Гражданский брак,2,0,2,1,0,0,от 10000 до 20000 руб.,5300,Здравоохранение,Рабочий,60,14050,10,1,0
0,106805422,37,1,Среднее специальное,Состою в браке,0,0,2,1,1,0,от 10000 до 20000 руб.,8000,Образование,Специалист,73,7200,12,1,0
0,106805423,44,1,Среднее специальное,Состою в браке,0,0,1,2,0,0,от 10000 до 20000 руб.,7800,,,,6120,10,1,0
0,106805424,58,1,Среднее специальное,Не состоял в браке,2,0,1,2,1,0,от 5000 до 10000 руб.,8500,,,,18913,12,1,0
0,106805427,32,1,Высшее,Состою в браке,1,1,2,1,1,0,от 10000 до 20000 руб.,8000,Развлечения/Искусство,Руководитель низшего звена,18,29294,13,1,0
0,106805428,31,1,Неоконченное высшее,Состою в браке,1,1,2,1,1,0,свыше 50000 руб.,30000,Другие сферы,Специалист,72,22300,6,1,0
0,106805429,41,0,Высшее,Состою в браке,1,1,2,1,0,0,от 10000 до 20000 руб.,25000,Государственная служба,Служащий,96,21075,10,1,0
0,106805430,44,1,Высшее,Состою в браке,2,1,2,1,0,0,от 20000 до 50000 руб.,15000,Государственная служба,Специалист,60,13500,6,1,0
0,106805431,38,1,Высшее,Состою в браке,1,1,2,1,0,0,от 10000 до 20000 руб.,6500,Государственная служба,Специалист,12,5160,9,1,0
0,106805432,24,0,Среднее специальное,Не состоял в браке,0,0,2,1,0,0,от 10000 до 20000 руб.,12000,Государственная служба,Рабочий,18,12240,12,1,0
0,106805433,41,0,Среднее специальное,Состою в браке,0,0,2,1,1,0,от 20000 до 50000 руб.,15000,ЧОП/Детективная д-ть,Специалист,60,12000,6,1,0
0,106805434,55,1,Среднее специальное,Состою в браке,2,0,2,2,1,0,свыше 50000 руб.,21000,Государственная служба,Специалист,24,45820,12,1,0
0,106805435,41,0,Среднее,Состою в браке,1,1,2,1,0,0,от 10000 до 20000 руб.,8000,Другие сферы,Работник сферы услуг,120,6097.5,5,1,1
0,106805436,34,0,Среднее специальное,Состою в браке,0,0,2,1,0,1,от 20000 до 50000 руб.,17000,Государственная служба,Военнослужащий по контракту,48,27000,12,1,0
0,106805437,41,0,Среднее,Состою в браке,2,2,2,1,0,0,от 10000 до 20000 руб.,6000,Другие сферы,Рабочий,24,4760,12,1,0
0,106805438,63,1,Среднее специальное,Состою в браке,0,0,2,2,0,0,от 10000 до 20000 руб.,16000,Другие сферы,Специалист,516,21730,10,1,0
0,106805439,58,1,Среднее специальное,Вдовец/Вдова,2,0,2,2,1,0,от 10000 до 20000 руб.,10000,Металлургия/Промышленность/Машиностроение,Служащий,6,11550,6,1,0
0,106805441,57,1,Среднее,Гражданский брак,2,0,2,2,0,1,от 20000 до 50000 руб.,15000,Образование,Рабочий,180,17520,6,1,0
0,106805442,47,0,Среднее специальное,Состою в браке,2,0,2,1,0,0,от 20000 до 50000 руб.,20000,Коммунальное хоз-во/Дорожные службы,Рабочий,9,28502,12,1,0
0,106805443,33,1,Высшее,Не состоял в браке,0,0,2,1,0,0,от 10000 до 20000 руб.,20000,Торговля,Рабочий,96,15230,10,1,0
0,106805444,46,1,Высшее,Разведен(а),1,0,2,1,0,0,от 20000 до 50000 руб.,20000,Другие сферы,Специалист,3,6739,6,1,0
0,106805445,49,1,Среднее специальное,Состою в браке,1,0,2,1,0,0,от 20000 до 50000 руб.,11000,Другие сферы,Рабочий,24,11070,12,1,0
0,106805446,28,1,Среднее специальное,Состою в браке,2,0,2,1,0,0,от 20000 до 50000 руб.,10000,Металлургия/Промышленность/Машиностроение,Специалист,36,25500,18,1,0
0,106805447,51,1,Среднее специальное,Не состоял в браке,1,1,2,1,0,0,от 10000 до 20000 руб.,10000,Сельское хозяйство,Специалист,360,8638,12,1,0
0,106805448,28,1,Высшее,Состою в браке,1,1,2,1,0,0,от 10000 до 20000 руб.,6000,Образование,Рабочий,11,9550.82,8,1,0
0,106805450,26,0,Среднее специальное,Состою в браке,0,0,2,1,1,0,от 20000 до 50000 руб.,20000,Нефтегазовая промышленность,Рабочий,78,12572,10,1,0
0,106805451,46,0,Среднее специальное,Не состоял в браке,0,0,2,1,1,0,от 10000 до 20000 руб.,15000,Транспорт,Рабочий,216,18250,6,1,0
0,106805452,30,1,Среднее специальное,Гражданский брак,1,0,2,1,1,0,от 20000 до 50000 руб.,13000,Торговля,Специалист,9,8100,10,1,0
0,106805453,27,0,Высшее,Состою в браке,0,0,2,1,0,0,от 20000 до 50000 руб.,20000,Страхование,Специалист,12,12990,6,1,0
0,106805454,63,1,Неполное среднее,Не состоял в браке,0,0,1,2,1,0,от 5000 до 10000 руб.,4900,,,,5890,6,1,0
0,106805455,24,1,Среднее специальное,Не состоял в браке,0,0,2,1,0,0,от 10000 до 20000 руб.,11000,Образование,Служащий,18,22616,18,1,0
0,106805458,39,1,Среднее специальное,Состою в браке,1,1,2,1,0,0,от 10000 до 20000 руб.,10000,Торговля,Рабочий,12,28280,12,1,0
0,106805459,37,0,Неполное среднее,Состою в браке,4,4,2,1,0,0,от 10000 до 20000 руб.,5000,Образование,Рабочий,72,11940,12,1,0
0,106805460,38,0,Среднее специальное,Состою в браке,1,1,2,1,0,0,от 20000 до 50000 руб.,13000,Другие сферы,Специалист,18,6545,6,1,0
0,106805461,51,1,Среднее,Состою в браке,2,0,2,1,1,0,от 10000 до 20000 руб.,5000,Ресторанный бизнес/Общественное питание,Рабочий,36,23200,10,1,0
0,106805462,45,0,Высшее,Состою в браке,2,2,2,1,0,0,от 20000 до 50000 руб.,15000,Другие сферы,Руководитель низшего звена,1312,23204,12,1,0
0,106805463,44,0,Среднее специальное,Состою в браке,2,1,2,1,0,0,от 20000 до 50000 руб.,15000,Сборочные производства,Специалист,50,19930,24,1,0
0,106805464,31,0,Среднее специальное,Не состоял в браке,0,0,2,1,0,0,от 5000 до 10000 руб.,6000,Сельское хозяйство,Рабочий,12,5390,18,1,0
0,106805465,54,1,Среднее,Состою в браке,0,1,2,1,0,0,от 20000 до 50000 руб.,19000,Торговля,Рабочий,12,10912,6,1,0
0,106805467,54,1,Высшее,Состою в браке,0,0,2,1,0,0,от 20000 до 50000 руб.,30000,Торговля,Индивидуальный предприниматель,96,37818,6,1,0
0,106805468,32,0,Среднее,Состою в браке,1,1,2,1,0,0,от 10000 до 20000 руб.,12000,Транспорт,Служащий,120,5076,6,1,0
0,106805469,36,0,Высшее,Разведен(а),1,0,2,1,0,0,от 20000 до 50000 руб.,18000,Образование,Другое,4,16687,6,1,0
0,106805470,55,1,Среднее специальное,Состою в браке,3,0,2,1,0,0,от 10000 до 20000 руб.,7500,Транспорт,Рабочий,18,39276,36,1,0
0,106805471,53,1,Среднее специальное,Вдовец/Вдова,2,0,2,1,0,0,от 5000 до 10000 руб.,6000,Ресторанный бизнес/Общественное питание,Рабочий,395,16450,12,1,0
0,106805472,58,0,Среднее,Разведен(а),3,0,2,1,0,0,от 20000 до 50000 руб.,35000,Строительство,Специалист,192,119700,10,1,0
0,106805473,28,1,Неоконченное высшее,Не состоял в браке,0,0,2,1,0,0,от 5000 до 10000 руб.,8000,Торговля,Специалист,11,10799,6,1,0
